timestamp,I_y,PF,e_PF,d_if,I_f,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
"2024-12-19T07:56:19.670528+00:00","4.48","0.82","0.05","0.6","1.3","2024-12-19T07:57:26.3101979Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.670587+00:00","3.49","0.68","0.3","0.59","1.36","2024-12-19T07:57:26.3102576Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.670647+00:00","4.69","0.85","0.13","0.13","1.32","2024-12-19T07:57:26.3102928Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.670709+00:00","5.15","0.75","0.1","0.4","1.42","2024-12-19T07:57:26.3103272Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.670786+00:00","3.63","0.95","0.1","0.38","1.61","2024-12-19T07:57:26.3103888Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.670840+00:00","4.33","0.76","0.25","0.42","1.45","2024-12-19T07:57:26.3104221Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.670992+00:00","3.79","0.67","0.03","0.45","1.29","2024-12-19T07:57:26.3104553Z","1","2024-12-19T07:56:20.4100000Z","Record"
"2024-12-19T07:56:19.671045+00:00","4.15","0.75","0.3","0.68","1.86","2024-12-19T07:57:26.3105133Z","1","2024-12-19T07:56:20.5040000Z","Record"
"2024-12-19T07:56:19.671097+00:00","3.37","0.88","0.3","0.1","1.44","2024-12-19T07:57:26.3105632Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671163+00:00","5.74","0.77","0.11","0.13","1.34","2024-12-19T07:57:26.3106153Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671217+00:00","3.64","0.9","0.15","0.56","1.41","2024-12-19T07:57:26.3106518Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671615+00:00","4.25","0.91","0.22","0.57","1.89","2024-12-19T07:57:26.3106865Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671674+00:00","4.69","0.82","0.27","0.29","1.92","2024-12-19T07:57:26.3107267Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671735+00:00","5.58","0.94","0.2","0.76","1.36","2024-12-19T07:57:26.3107629Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671796+00:00","5.21","0.87","0.23","0.46","1.33","2024-12-19T07:57:26.3107977Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671846+00:00","5.96","1","0.11","0.51","1.6","2024-12-19T07:57:26.3108316Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671903+00:00","3.54","0.73","0.27","0.32","1.31","2024-12-19T07:57:26.3108813Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671952+00:00","5.62","0.88","0.01","0.27","1.23","2024-12-19T07:57:26.3109169Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.671999+00:00","5.75","0.96","0.19","0.19","1.76","2024-12-19T07:57:26.3110034Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672046+00:00","3.39","0.66","0.19","0.08","1.55","2024-12-19T07:57:26.3110372Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672091+00:00","5.59","0.69","0.2","0.59","1.51","2024-12-19T07:57:26.3110736Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672208+00:00","5.11","0.78","0.23","0.35","1.64","2024-12-19T07:57:26.3111081Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672256+00:00","3.33","0.73","0.1","0.41","1.82","2024-12-19T07:57:26.3111481Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672303+00:00","5.25","0.85","0.27","0.44","1.26","2024-12-19T07:57:26.3111843Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672356+00:00","4.95","0.76","0.16","0.15","1.84","2024-12-19T07:57:26.3112187Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672403+00:00","3.21","0.67","0.08","0.11","1.36","2024-12-19T07:57:26.3112529Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672449+00:00","5.17","0.66","0.15","0.68","1.29","2024-12-19T07:57:26.3113227Z","1","2024-12-19T07:56:20.6450000Z","Record"
"2024-12-19T07:56:19.672508+00:00","4.48","0.94","0.03","0.38","1.48","2024-12-19T07:57:26.3113587Z","1","2024-12-19T07:56:20.7390000Z","Record"
"2024-12-19T07:56:19.672555+00:00","5.35","0.96","0.03","0.52","1.27","2024-12-19T07:57:26.3113944Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672607+00:00","3.87","0.98","0.31","0.37","1.83","2024-12-19T07:57:26.3114321Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672654+00:00","4.71","0.76","0.13","0.65","1.67","2024-12-19T07:57:26.3114678Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672701+00:00","5.86","0.88","0.13","0.66","1.28","2024-12-19T07:57:26.3115031Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672749+00:00","4.66","0.69","0.33","0.73","1.56","2024-12-19T07:57:26.3115408Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672797+00:00","5.11","0.76","0.06","0.47","1.67","2024-12-19T07:57:26.3115765Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672844+00:00","4.53","0.9","0.2","0.32","1.57","2024-12-19T07:57:26.3116115Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672891+00:00","5.69","0.75","0.15","0.49","1.36","2024-12-19T07:57:26.3116485Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.672941+00:00","5.16","0.74","0.05","0.5","1.79","2024-12-19T07:57:26.3116995Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673054+00:00","3.74","0.92","0.24","0.73","1.7","2024-12-19T07:57:26.3117346Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673103+00:00","5.68","0.91","0.1","0.51","1.38","2024-12-19T07:57:26.3117708Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673149+00:00","5.28","0.88","0.15","0.14","1.9","2024-12-19T07:57:26.3118056Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673200+00:00","3.15","0.77","0.3","0.09","1.93","2024-12-19T07:57:26.3118554Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673249+00:00","4.94","0.73","0.08","0.25","1.84","2024-12-19T07:57:26.3121032Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673535+00:00","5.27","0.88","0.12","0.74","1.58","2024-12-19T07:57:26.3121650Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673649+00:00","3.12","0.87","0.26","0.7","1.27","2024-12-19T07:57:26.3122200Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673700+00:00","4.71","0.7","0.1","0.26","1.7","2024-12-19T07:57:26.3122632Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673739+00:00","3.04","0.81","0.06","0.53","1.87","2024-12-19T07:57:26.3123088Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:19.673776+00:00","4.62","0.84","0.08","0.2","1.84","2024-12-19T07:57:26.3123512Z","1","2024-12-19T07:56:20.8790000Z","Record"
"2024-12-19T07:56:21.743387+00:00","4.75","0.92","0.12","0.15","1.93","2024-12-19T07:57:26.3124264Z","1","2024-12-19T07:56:21.9730000Z","Record"
"2024-12-19T07:56:21.743729+00:00","4.09","0.76","0.09","0.43","1.35","2024-12-19T07:57:26.3124923Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.743831+00:00","5.32","0.96","0.09","0.62","1.37","2024-12-19T07:57:26.3125293Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.743910+00:00","4.4","0.8","0.34","0.54","1.3","2024-12-19T07:57:26.3125659Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.743984+00:00","5.77","0.68","0.14","0.59","1.35","2024-12-19T07:57:26.3126263Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744046+00:00","5.73","0.67","0.17","0.54","1.41","2024-12-19T07:57:26.3126807Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744109+00:00","3.46","0.96","0","0.72","1.4","2024-12-19T07:57:26.3127395Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744339+00:00","3.2","0.75","0.22","0.41","1.76","2024-12-19T07:57:26.3128144Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744401+00:00","4.43","0.69","0.19","0.39","1.57","2024-12-19T07:57:26.3128524Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744462+00:00","5.09","0.96","0.04","0.33","1.67","2024-12-19T07:57:26.3128897Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744518+00:00","3.25","0.71","0.09","0.69","1.92","2024-12-19T07:57:26.3129295Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744579+00:00","3.75","0.67","0.25","0.67","1.94","2024-12-19T07:57:26.3129667Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744639+00:00","3.09","0.93","0.14","0.07","1.31","2024-12-19T07:57:26.3130044Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744695+00:00","5.64","0.79","0.28","0.35","1.3","2024-12-19T07:57:26.3130435Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744754+00:00","3.07","0.98","0.3","0.74","1.78","2024-12-19T07:57:26.3130816Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744837+00:00","5.48","0.91","0.2","0.48","1.77","2024-12-19T07:57:26.3131196Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744902+00:00","3.42","0.99","0.13","0.53","1.76","2024-12-19T07:57:26.3131727Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.744964+00:00","5.62","0.81","0.29","0.59","1.49","2024-12-19T07:57:26.3132116Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.745023+00:00","5.02","0.7","0.23","0.53","1.85","2024-12-19T07:57:26.3132482Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.745084+00:00","4.14","0.86","0.32","0.47","1.62","2024-12-19T07:57:26.3132842Z","1","2024-12-19T07:56:22.0980000Z","Record"
"2024-12-19T07:56:21.745150+00:00","5","0.75","0.17","0.41","1.5","2024-12-19T07:57:26.3133224Z","1","2024-12-19T07:56:22.2070000Z","Record"
"2024-12-19T07:56:21.745209+00:00","5.59","0.78","0.14","0.29","1.42","2024-12-19T07:57:26.3133589Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745268+00:00","3.18","0.72","0.12","0.39","1.27","2024-12-19T07:57:26.3133952Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745328+00:00","5.6","0.86","0.26","0.07","1.58","2024-12-19T07:57:26.3134351Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745388+00:00","5.58","0.97","0.35","0.74","1.89","2024-12-19T07:57:26.3134721Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745626+00:00","3.62","0.69","0.22","0.47","1.23","2024-12-19T07:57:26.3135084Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745731+00:00","3.2","0.67","0.22","0.29","1.76","2024-12-19T07:57:26.3135628Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745804+00:00","5.24","0.87","0.09","0.26","1.75","2024-12-19T07:57:26.3136378Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745871+00:00","4.14","0.99","0.12","0.51","1.47","2024-12-19T07:57:26.3136730Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.745939+00:00","3.54","0.71","0.08","0.53","1.36","2024-12-19T07:57:26.3137102Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746004+00:00","4.68","0.83","0.13","0.49","1.59","2024-12-19T07:57:26.3137601Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746065+00:00","4.72","0.72","0.17","0.43","1.92","2024-12-19T07:57:26.3137948Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746127+00:00","3.76","0.76","0.26","0.19","1.91","2024-12-19T07:57:26.3138313Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746186+00:00","4.87","0.74","0","0.08","1.47","2024-12-19T07:57:26.3138662Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746245+00:00","3.97","0.76","0.13","0.04","1.24","2024-12-19T07:57:26.3139012Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746308+00:00","5.49","0.91","0.19","0.45","1.75","2024-12-19T07:57:26.3139535Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746371+00:00","3.83","0.79","0.18","0.72","1.54","2024-12-19T07:57:26.3139875Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746431+00:00","3.05","0.76","0.34","0.31","1.72","2024-12-19T07:57:26.3140217Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746490+00:00","3.87","0.9","0.15","0.36","1.86","2024-12-19T07:57:26.3140579Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746549+00:00","5.3","0.86","0.32","0.6","1.82","2024-12-19T07:57:26.3140996Z","1","2024-12-19T07:56:22.3320000Z","Record"
"2024-12-19T07:56:21.746607+00:00","4.76","0.84","0.19","0.75","1.64","2024-12-19T07:57:26.3141333Z","1","2024-12-19T07:56:22.4420000Z","Record"
"2024-12-19T07:56:21.746663+00:00","3.96","0.8","0.27","0.6","1.66","2024-12-19T07:57:26.3141674Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.746807+00:00","3.14","0.76","0.02","0.56","1.78","2024-12-19T07:57:26.3142187Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.746870+00:00","4.3","0.79","0.3","0.1","1.63","2024-12-19T07:57:26.3142527Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.746932+00:00","4.56","0.9","0.26","0.25","1.78","2024-12-19T07:57:26.3142859Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.746997+00:00","4.27","0.96","0.14","0.29","1.67","2024-12-19T07:57:26.3143209Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747058+00:00","4.87","0.77","0.1","0.57","1.57","2024-12-19T07:57:26.3143539Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747116+00:00","3.59","0.77","0.06","0.74","1.78","2024-12-19T07:57:26.3143867Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747177+00:00","5.47","0.68","0.35","0.53","1.89","2024-12-19T07:57:26.3144224Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747237+00:00","3.17","0.87","0.02","0.39","1.77","2024-12-19T07:57:26.3144555Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747297+00:00","4.03","0.94","0.17","0.17","1.89","2024-12-19T07:57:26.3145257Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747358+00:00","4.1","0.78","0.13","0.39","1.67","2024-12-19T07:57:26.3145630Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747416+00:00","3.93","0.91","0.05","0.37","1.65","2024-12-19T07:57:26.3146227Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747477+00:00","5.17","0.96","0.05","0.43","1.91","2024-12-19T07:57:26.3146608Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747535+00:00","4.39","0.93","0.24","0.49","1.72","2024-12-19T07:57:26.3146989Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747591+00:00","4.2","0.89","0.1","0.36","1.87","2024-12-19T07:57:26.3147351Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747645+00:00","5.47","0.69","0","0.42","1.93","2024-12-19T07:57:26.3147868Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747698+00:00","5.99","0.69","0.29","0.61","1.78","2024-12-19T07:57:26.3148234Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747835+00:00","3.4","0.67","0.29","0.18","1.86","2024-12-19T07:57:26.3148586Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747890+00:00","3.02","0.87","0.1","0.39","1.44","2024-12-19T07:57:26.3148933Z","1","2024-12-19T07:56:22.5670000Z","Record"
"2024-12-19T07:56:21.747944+00:00","4.64","0.87","0.28","0.12","1.87","2024-12-19T07:57:26.3150560Z","1","2024-12-19T07:56:22.6600000Z","Record"
"2024-12-19T07:56:21.747998+00:00","3.54","0.91","0.01","0.44","1.77","2024-12-19T07:57:26.3151134Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748052+00:00","5.53","0.98","0.25","0.24","1.9","2024-12-19T07:57:26.3151580Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748108+00:00","4.97","0.78","0.14","0.48","1.31","2024-12-19T07:57:26.3152001Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748163+00:00","5.59","0.66","0.03","0.15","1.81","2024-12-19T07:57:26.3152450Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748215+00:00","3.97","0.71","0.02","0.45","1.76","2024-12-19T07:57:26.3153538Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748269+00:00","3.68","0.82","0.29","0.1","1.47","2024-12-19T07:57:26.3153991Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748321+00:00","4.66","0.83","0.04","0.15","1.35","2024-12-19T07:57:26.3154373Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748373+00:00","4.75","0.91","0.31","0.31","1.61","2024-12-19T07:57:26.3154913Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748424+00:00","4.47","0.74","0.09","0.67","1.45","2024-12-19T07:57:26.3155263Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748474+00:00","5.51","0.82","0.08","0.05","1.26","2024-12-19T07:57:26.3155627Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748527+00:00","3.62","0.97","0.03","0.21","1.23","2024-12-19T07:57:26.3156330Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748581+00:00","4.13","0.87","0.03","0.04","1.55","2024-12-19T07:57:26.3156684Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.748633+00:00","5.71","0.94","0.24","0.04","1.22","2024-12-19T07:57:26.3157071Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749340+00:00","5.26","0.76","0.05","0.65","1.23","2024-12-19T07:57:26.3157617Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749392+00:00","5.53","0.92","0.11","0.08","1.45","2024-12-19T07:57:26.3158168Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749439+00:00","3.07","0.78","0.19","0.18","1.66","2024-12-19T07:57:26.3158563Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749483+00:00","4.82","0.94","0.3","0.11","1.85","2024-12-19T07:57:26.3159127Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749526+00:00","4.66","0.96","0.08","0.05","1.41","2024-12-19T07:57:26.3159514Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749569+00:00","4.04","0.78","0.03","0.35","1.59","2024-12-19T07:57:26.3159921Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749610+00:00","5.07","0.81","0.04","0.33","1.47","2024-12-19T07:57:26.3160313Z","1","2024-12-19T07:56:22.8010000Z","Record"
"2024-12-19T07:56:21.749650+00:00","4.15","0.92","0.23","0.35","1.44","2024-12-19T07:57:26.3160704Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749691+00:00","3.46","0.94","0.29","0.06","1.9","2024-12-19T07:57:26.3161175Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749734+00:00","3.97","0.99","0.18","0.31","1.57","2024-12-19T07:57:26.3161798Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749775+00:00","3.32","0.89","0.06","0.39","1.68","2024-12-19T07:57:26.3162171Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749816+00:00","5.41","0.67","0.13","0.45","1.26","2024-12-19T07:57:26.3162734Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749857+00:00","4.24","0.97","0.35","0.25","1.76","2024-12-19T07:57:26.3163109Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749898+00:00","5.99","0.83","0.35","0.4","1.91","2024-12-19T07:57:26.3163471Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.749940+00:00","5.61","0.65","0.23","0.32","1.92","2024-12-19T07:57:26.3163844Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760222+00:00","5.54","0.78","0.01","0.74","1.92","2024-12-19T07:57:26.3164233Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760356+00:00","3.11","0.79","0.21","0.45","1.67","2024-12-19T07:57:26.3164913Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760404+00:00","5.95","0.72","0.19","0.12","1.86","2024-12-19T07:57:26.3165260Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760439+00:00","5.39","0.75","0.29","0.6","1.32","2024-12-19T07:57:26.3165623Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760472+00:00","4.83","0.87","0.08","0.26","1.85","2024-12-19T07:57:26.3165968Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760501+00:00","4.18","0.75","0.35","0.35","1.76","2024-12-19T07:57:26.3166318Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760531+00:00","3.07","0.74","0.08","0.47","1.25","2024-12-19T07:57:26.3166682Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760560+00:00","4.85","0.74","0","0.42","1.38","2024-12-19T07:57:26.3167031Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760587+00:00","3.1","0.74","0.18","0.54","1.37","2024-12-19T07:57:26.3167379Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760615+00:00","4.07","0.87","0.11","0.5","1.37","2024-12-19T07:57:26.3167740Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:21.760644+00:00","5.93","1","0.1","0.44","1.6","2024-12-19T07:57:26.3168083Z","1","2024-12-19T07:56:22.9260000Z","Record"
"2024-12-19T07:56:23.843511+00:00","5.6","0.99","0.21","0.75","1.37","2024-12-19T07:57:26.3168435Z","1","2024-12-19T07:56:24.1200000Z","Record"
"2024-12-19T07:56:23.843885+00:00","3.32","0.99","0.33","0.5","1.24","2024-12-19T07:57:26.3168791Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.843979+00:00","4.52","0.94","0.03","0.3","1.25","2024-12-19T07:57:26.3169133Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844071+00:00","5.12","0.71","0.13","0.75","1.76","2024-12-19T07:57:26.3169471Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844130+00:00","4.66","0.67","0.3","0.57","1.44","2024-12-19T07:57:26.3169831Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844187+00:00","4.02","0.98","0.32","0.72","1.44","2024-12-19T07:57:26.3170173Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844244+00:00","4.58","0.67","0.21","0.53","1.69","2024-12-19T07:57:26.3170515Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844448+00:00","4.59","0.92","0.17","0.74","1.86","2024-12-19T07:57:26.3171066Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844510+00:00","5.54","0.98","0.11","0.75","1.43","2024-12-19T07:57:26.3171419Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844571+00:00","3.11","0.75","0.07","0.39","1.49","2024-12-19T07:57:26.3171773Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844632+00:00","3.75","0.97","0.08","0.11","1.94","2024-12-19T07:57:26.3172129Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844693+00:00","4.16","0.68","0.12","0.54","1.67","2024-12-19T07:57:26.3172500Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844749+00:00","5.17","0.73","0.18","0.36","1.43","2024-12-19T07:57:26.3172858Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844808+00:00","5.42","0.69","0.31","0.04","1.67","2024-12-19T07:57:26.3173213Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.844932+00:00","4.87","0.89","0.3","0.32","1.55","2024-12-19T07:57:26.3173591Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.845027+00:00","5.23","0.66","0.12","0.16","1.28","2024-12-19T07:57:26.3173978Z","1","2024-12-19T07:56:24.2450000Z","Record"
"2024-12-19T07:56:23.845139+00:00","4.8","0.96","0.15","0.14","1.32","2024-12-19T07:57:26.3174329Z","1","2024-12-19T07:56:24.2450000Z","Record"
